A,B,C,fit,strange,score,text
A02,B10,C05,0,3,0,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Air-traffic control: live deconfliction of many actors in shared space"
A02,B10,C06,1,3,3,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Spotify royalties: tiny usage events settled into automatic payouts"
A02,B10,C07,1,3,3,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Carfax-style history report built from many third-party events"
A02,B10,C08,0,3,0,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Ant colony / stigmergy: coordination through traces left in the environment"
A02,B10,C09,1,3,3,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Clinical triage: route cases by urgency with a short standard question set"
A02,B10,C10,0,2,0,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Futures market: sell next season's output today to lock a price"
A02,B10,C11,2,3,6,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A02,B10,C12,0,3,0,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A02,B10,C13,1,2,2,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A02,B10,C14,1,2,2,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Prediction market: price aggregates dispersed knowledge into a probability"
A02,B10,C15,1,3,3,"Autonomous computer-use agents that operate any web portal || SMEs can't get credit: thin files, no collateral (SAFE survey) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A02,B11,C01,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Airline yield management: price changes by demand minute to minute"
A02,B11,C02,1,3,3,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A02,B11,C03,1,3,3,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A02,B11,C04,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Reinsurance: pooling many small risks and selling slices to big capital"
A02,B11,C05,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Air-traffic control: live deconfliction of many actors in shared space"
A02,B11,C06,1,3,3,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Spotify royalties: tiny usage events settled into automatic payouts"
A02,B11,C07,2,3,6,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Carfax-style history report built from many third-party events"
A02,B11,C08,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Ant colony / stigmergy: coordination through traces left in the environment"
A02,B11,C09,1,3,3,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Clinical triage: route cases by urgency with a short standard question set"
A02,B11,C10,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Futures market: sell next season's output today to lock a price"
A02,B11,C11,3,3,9,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Container shipping standard (TEU): one box fits every ship, truck, crane"
A02,B11,C12,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Speedrun/leaderboard gaming: public live competition drives behaviour"
A02,B11,C13,0,3,0,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A02,B11,C14,1,3,3,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Prediction market: price aggregates dispersed knowledge into a probability"
A02,B11,C15,1,3,3,"Autonomous computer-use agents that operate any web portal || Used goods and repairs lack trusted history, so resale value collapses || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A02,B12,C01,2,3,6,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Airline yield management: price changes by demand minute to minute"
A02,B12,C02,0,3,0,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A02,B12,C03,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A02,B12,C04,0,3,0,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Reinsurance: pooling many small risks and selling slices to big capital"
A02,B12,C05,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Air-traffic control: live deconfliction of many actors in shared space"
A02,B12,C06,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Spotify royalties: tiny usage events settled into automatic payouts"
A02,B12,C07,0,3,0,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Carfax-style history report built from many third-party events"
A02,B12,C08,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Ant colony / stigmergy: coordination through traces left in the environment"
A02,B12,C09,2,3,6,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Clinical triage: route cases by urgency with a short standard question set"
A02,B12,C10,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Futures market: sell next season's output today to lock a price"
A02,B12,C11,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Container shipping standard (TEU): one box fits every ship, truck, crane"
A02,B12,C12,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Speedrun/leaderboard gaming: public live competition drives behaviour"
A02,B12,C13,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A02,B12,C14,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Prediction market: price aggregates dispersed knowledge into a probability"
A02,B12,C15,1,3,3,"Autonomous computer-use agents that operate any web portal || Staff shortages in hospitality/care; workers paid late, shifts unfilled || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A02,B13,C01,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Airline yield management: price changes by demand minute to minute
A02,B13,C02,3,3,9,"Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A02,B13,C03,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A02,B13,C04,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Reinsurance: pooling many small risks and selling slices to big capital
A02,B13,C05,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Air-traffic control: live deconfliction of many actors in shared space
A02,B13,C06,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Spotify royalties: tiny usage events settled into automatic payouts
A02,B13,C07,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Carfax-style history report built from many third-party events
A02,B13,C08,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Ant colony / stigmergy: coordination through traces left in the environment
A02,B13,C09,4,3,12,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Clinical triage: route cases by urgency with a short standard question set
A02,B13,C10,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Futures market: sell next season's output today to lock a price
A02,B13,C11,4,3,12,"Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Container shipping standard (TEU): one box fits every ship, truck, crane"
A02,B13,C12,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Speedrun/leaderboard gaming: public live competition drives behaviour
A02,B13,C13,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Tontine / rotating savings club (ROSCA): members fund each other in turn
A02,B13,C14,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Prediction market: price aggregates dispersed knowledge into a probability
A02,B13,C15,2,3,6,Autonomous computer-use agents that operate any web portal || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Pharmacovigilance: tiny signals from many reports detect rare problems early
A02,B14,C01,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Airline yield management: price changes by demand minute to minute"
A02,B14,C02,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A02,B14,C03,0,2,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A02,B14,C04,1,3,3,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Reinsurance: pooling many small risks and selling slices to big capital"
A02,B14,C05,1,3,3,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Air-traffic control: live deconfliction of many actors in shared space"
A02,B14,C06,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Spotify royalties: tiny usage events settled into automatic payouts"
A02,B14,C07,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Carfax-style history report built from many third-party events"
A02,B14,C08,1,3,3,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Ant colony / stigmergy: coordination through traces left in the environment"
A02,B14,C09,1,2,2,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Clinical triage: route cases by urgency with a short standard question set"
A02,B14,C10,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Futures market: sell next season's output today to lock a price"
A02,B14,C11,1,3,3,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A02,B14,C12,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A02,B14,C13,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A02,B14,C14,0,3,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Prediction market: price aggregates dispersed knowledge into a probability"
A02,B14,C15,0,2,0,"Autonomous computer-use agents that operate any web portal || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A02,B15,C01,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Airline yield management: price changes by demand minute to minute
A02,B15,C02,0,3,0,"Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A02,B15,C03,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A02,B15,C04,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Reinsurance: pooling many small risks and selling slices to big capital
A02,B15,C05,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Air-traffic control: live deconfliction of many actors in shared space
A02,B15,C06,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Spotify royalties: tiny usage events settled into automatic payouts
A02,B15,C07,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Carfax-style history report built from many third-party events
A02,B15,C08,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Ant colony / stigmergy: coordination through traces left in the environment
A02,B15,C09,1,3,3,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Clinical triage: route cases by urgency with a short standard question set
A02,B15,C10,1,3,3,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Futures market: sell next season's output today to lock a price
A02,B15,C11,1,3,3,"Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Container shipping standard (TEU): one box fits every ship, truck, crane"
A02,B15,C12,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Speedrun/leaderboard gaming: public live competition drives behaviour
A02,B15,C13,1,3,3,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Tontine / rotating savings club (ROSCA): members fund each other in turn
A02,B15,C14,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Prediction market: price aggregates dispersed knowledge into a probability
A02,B15,C15,0,3,0,Autonomous computer-use agents that operate any web portal || Property and utility disputes between landlords and tenants over shared costs || Pharmacovigilance: tiny signals from many reports detect rare problems early
A03,B01,C01,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Airline yield management: price changes by demand minute to minute
A03,B01,C02,4,2,8,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B01,C03,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A03,B01,C04,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Reinsurance: pooling many small risks and selling slices to big capital
A03,B01,C05,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Air-traffic control: live deconfliction of many actors in shared space
A03,B01,C06,3,2,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Spotify royalties: tiny usage events settled into automatic payouts
A03,B01,C07,3,2,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Carfax-style history report built from many third-party events
A03,B01,C08,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Ant colony / stigmergy: coordination through traces left in the environment
A03,B01,C09,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Clinical triage: route cases by urgency with a short standard question set
A03,B01,C10,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Futures market: sell next season's output today to lock a price
A03,B01,C11,4,2,8,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Container shipping standard (TEU): one box fits every ship, truck, crane"
A03,B01,C12,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Speedrun/leaderboard gaming: public live competition drives behaviour
A03,B01,C13,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Tontine / rotating savings club (ROSCA): members fund each other in turn
A03,B01,C14,3,2,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Prediction market: price aggregates dispersed knowledge into a probability
A03,B01,C15,3,2,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || SMEs answer many differently-worded sustainability requests from banks/customers || Pharmacovigilance: tiny signals from many reports detect rare problems early
A03,B02,C01,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Airline yield management: price changes by demand minute to minute
A03,B02,C02,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B02,C03,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A03,B02,C04,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Reinsurance: pooling many small risks and selling slices to big capital
A03,B02,C05,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Air-traffic control: live deconfliction of many actors in shared space
A03,B02,C06,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Spotify royalties: tiny usage events settled into automatic payouts
A03,B02,C07,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Carfax-style history report built from many third-party events
A03,B02,C08,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Ant colony / stigmergy: coordination through traces left in the environment
A03,B02,C09,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Clinical triage: route cases by urgency with a short standard question set
A03,B02,C10,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Futures market: sell next season's output today to lock a price
A03,B02,C11,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Container shipping standard (TEU): one box fits every ship, truck, crane"
A03,B02,C12,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Speedrun/leaderboard gaming: public live competition drives behaviour
A03,B02,C13,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Tontine / rotating savings club (ROSCA): members fund each other in turn
A03,B02,C14,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Prediction market: price aggregates dispersed knowledge into a probability
A03,B02,C15,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Energy cost is a major barrier for ~50% of EU firms; SMEs under-invest in efficiency || Pharmacovigilance: tiny signals from many reports detect rare problems early
A03,B03,C01,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Airline yield management: price changes by demand minute to minute
A03,B03,C02,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B03,C03,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
A03,B03,C04,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Reinsurance: pooling many small risks and selling slices to big capital
A03,B03,C05,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Air-traffic control: live deconfliction of many actors in shared space
A03,B03,C06,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Spotify royalties: tiny usage events settled into automatic payouts
A03,B03,C07,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Carfax-style history report built from many third-party events
A03,B03,C08,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Ant colony / stigmergy: coordination through traces left in the environment
A03,B03,C09,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Clinical triage: route cases by urgency with a short standard question set
A03,B03,C10,1,2,2,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Futures market: sell next season's output today to lock a price
A03,B03,C11,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Container shipping standard (TEU): one box fits every ship, truck, crane"
A03,B03,C12,0,3,0,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Speedrun/leaderboard gaming: public live competition drives behaviour
A03,B03,C13,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Tontine / rotating savings club (ROSCA): members fund each other in turn
A03,B03,C14,2,2,4,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Prediction market: price aggregates dispersed knowledge into a probability
A03,B03,C15,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Late payment: ~50% of EU invoices paid late; SMEs hit hardest || Pharmacovigilance: tiny signals from many reports detect rare problems early
A03,B04,C01,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Airline yield management: price changes by demand minute to minute"
A03,B04,C02,3,3,9,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B04,C03,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A03,B04,C04,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Reinsurance: pooling many small risks and selling slices to big capital"
A03,B04,C05,3,3,9,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Air-traffic control: live deconfliction of many actors in shared space"
A03,B04,C06,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Spotify royalties: tiny usage events settled into automatic payouts"
A03,B04,C07,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Carfax-style history report built from many third-party events"
A03,B04,C08,3,3,9,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Ant colony / stigmergy: coordination through traces left in the environment"
A03,B04,C09,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Clinical triage: route cases by urgency with a short standard question set"
A03,B04,C10,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Futures market: sell next season's output today to lock a price"
A03,B04,C11,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A03,B04,C12,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A03,B04,C13,1,3,3,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A03,B04,C14,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Prediction market: price aggregates dispersed knowledge into a probability"
A03,B04,C15,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Cyprus water scarcity: desalination dependence, reservoirs below 20% (2025) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A03,B05,C01,2,3,6,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Airline yield management: price changes by demand minute to minute
A03,B05,C02,2,3,6,"EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A03,B05,C03,1,3,3,EU Data Act: users can demand the data their connected devices generate (from 12 Sep 2025) || Tourism seasonality: Cyprus hotels/staff idle half the year || Blood-bank / organ matching: time-critical allocation of scarce perishable supply
